h_alta1	h_alta2	h_alta3	h_alta4	h_baja1	h_baja2	h_baja3	h_baja4
1.43817231296677	1.51138843352218	1.43078407917191	1.45920016016814	1.51244132800426	1.34386723734925	1.53441816041639	1.70986124426899
2.25805815353671	2.58009337275834	2.28310806431822	2.52004552707147	2.20720881458087	2.5611826541834	2.34583434087234	2.63028291175604
2.36640195373166	1.94865840464476	2.51207540190398	2.4209118993721	1.83669936499909	2.18986661381564	1.71133278707586	1.92722670579836
4.0435314555742	4.13059125000002	3.93418703947368	4.23015563027288	3.43171026599164	2.89733276863888	3.35344113013072	3.06849048546181
3.24710448696756	3.20027442168858	3.26019822690464	3.3907070262496	3.22133005215513	3.23094707622273	3.07093967976321	3.42922547992415
4.01154805723661	4.12032887962311	4.14243402431521	3.93717402730513	4.34059132201999	4.36011757848126	4.25137204673765	4.60036426073752
0	0	0	0	0	0	0	0
3.10081874074364	3.18451453479514	3.27861300085218	3.32774800207572	3.41632849421878	3.25035375568928	3.30704754511146	3.28945544979646
2.59667853446605	2.82713713929127	2.76430644771767	2.83878298898071	2.78252619849164	2.60898424752467	2.31550536805515	2.59622983790565
2.19995482088042	2.46577818065906	2.47432228487142	2.15365183402691	2.48215834800872	2.45353304226312	2.45145340692762	2.61800311242046
2.71142549252332	2.75473520101556	2.82386153609993	2.77474251376324	3.09681848987894	3.03579492056018	2.91628252545461	2.82185140391947
0	0.0373625407671809	0.0569649598007265	0	0.0764906869170353	0.0499025542314808	0.171479709285555	0.113016323507702
0	0	0	0	0	0	0	0
1.0437490467629	1.04849358748112	1.25236176285357	1.36395376167227	1.2594996841989	1.27240367583593	1.37936145321404	1.24638254721348
0.969618001718468	1.07902577912388	0.960840838348452	1.14426047317385	1.27010788309414	1.31008820871972	1.20425717964772	1.24136551066839
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
3.63584468003099	3.68010194565267	3.60118519144854	3.68788055239298	3.83434018520104	3.81210984195958	3.72771114030331	4.08259108985124
4.06201231275374	3.84363249841389	4.06363430968934	4.01825883869229	4.04970824846586	3.7367631733399	3.7867719939215	3.82086906889766
3.66579454025084	3.66920067592471	3.79138851464732	3.99557325844711	3.83605161601516	3.58022313867699	3.80666145837207	4.00158472838311
2.52571686135724	2.60076785409184	2.56687699986508	2.57509445760318	2.82017038282271	3.1385248525465	3.01352836320422	2.79627898871308
4.70139702741195	4.68664787278776	4.81531239790614	4.69396774850167	4.73309750540609	4.74990716326206	4.72299214412917	5.09675184270258
4.39199752121358	4.46784183928905	4.33500510815245	4.38085763158194	4.42093883973151	4.44253165542448	4.44898563433016	4.55720389736585
5.90392596321811	5.84509537596231	5.82189074467786	5.81088019067745	5.71538150180301	5.84958092230826	5.85010640710909	5.96035728955981
2.90587212407587	2.69936237503459	2.93937744364602	2.80728529181178	2.68800970917017	2.98534994181355	2.81970546865405	3.2410348732955
4.93015243085352	4.87420599880991	4.78965007309779	4.83611768346474	4.97070739923808	5.05112147912605	4.8773762667162	5.05983407737594
2.40354747744181	2.66782777037978	2.43116657753691	2.75898641403513	2.65797393326056	2.41469115465558	2.64172508057937	2.63168713035895
3.88316506379952	3.48795885234779	3.71944829366411	4.15149371414801	3.90401985595646	3.75320337535066	3.91882842140393	3.52756608288711
1.36801957345515	1.23062665827036	1.30752120444218	0.725715857321473	2.30403931439463	2.07095770646051	2.19900513549807	2.16413170466771
0.364397617490257	0.222546163215848	0.144307467263042	0.205491358613165	0.795968046784398	0.675867406696706	0.631319447953246	0.767161528302822
3.42359180933215	3.2417905851332	2.90718807475362	3.01989100837347	5.02791467963339	4.76675643529289	4.99290454652557	5.31940319833609
0	0	0	0	0	0	0	0
1.96313597581922	1.67708918533487	1.66932842962987	2.1410815572271	2.53103679459583	2.50596458657533	2.59696113451002	3.14703311441383
0.195340038328398	0.107082546835553	0.389137243185644	0.148127140731572	0.110257660147062	0.286956828165921	0.0944482351542914	0.738035388609816
0	0	0	0	0	0	0.0313260243071094	0.112836223342342
1.36019289968605	1.54968184456567	1.67100250718555	1.62170563602161	1.53531936461099	1.59978957364914	1.59772756313243	1.96673328142662
3.86272163932774	3.91705711377347	3.65602499267493	4.51110031982685	3.74145324557932	3.27824902831238	3.62633056731495	3.77138842713165
4.68518606097515	4.49073306726252	4.35914116576203	4.45941664452159	4.74286985444429	5.02797210301068	4.62604478583802	5.18361846755315
1.580549768389	1.86800950361382	2.02292667141644	1.76464806513538	1.79151779347103	1.76422341970646	1.79173906990333	2.15674123003849
0.332485677047156	0.947069881706144	1.31115140841934	0.84781094720982	1.25779815092988	0.926010808208955	1.39693818073062	1.83652244632487
4.32194295456976	4.29389330019522	4.56127700699339	4.48676778135896	4.63316921128303	4.56358001429161	4.59150283873351	4.9038688825058
0	0.0697416343162086	0	0	0	0	0	0
0	0	0	0	0	0	0	0
3.53701818795301	3.6345521475663	3.55581664577416	3.60695442423122	3.87801872846488	3.64310521585508	3.65435293181543	4.17338955791165
3.28131545863062	3.20958749104107	2.90045163840566	3.07677575674435	3.21981299974547	3.2780736859639	3.25086640101534	3.28607798169558
0.277320507128519	0.509819592499969	0.361987299737005	0.560876377295729	0.232114046570333	0.162493707495959	0.207566859834315	0.348235930836925
1.4778917732952	1.20344800679129	1.53782384035627	1.22425456274578	1.04075499118284	0.868446559514508	1.2490836359178	1.50393078462672
1.93370211216245	1.09972075142532	1.58576383867743	1.70412078666041	1.39643656448379	1.58566138479903	2.08093459124013	1.84426794202153
1.0411707755711	0.872541964617049	0.953537918930202	0.874462560196506	0.844180744418951	0.999481257883317	0.977948080056827	1.0785688484596
3.3735310093504	3.75481023576002	3.61480511772748	3.72225441367992	2.01404958064922	1.90666859585194	2.1603103335343	2.40915737036431
1.43181388021414	2.04307007972187	2.27738850846793	1.97391612857469	1.74992808574904	1.65633390090134	2.19366452273184	2.08744009740807
1.53820148571864	0.515807735289844	0.307718051827016	2.88283332731409	0.789363894714912	0.700537992713097	1.14072625839531	0.899126423901959
1.25809555144903	1.48775027048344	1.38998028837443	1.69941703985422	1.87573406906019	1.00855142800985	1.33643079234194	0.794275281216241
3.49372180953523	3.27947861356991	3.49898528198156	3.51589722869729	3.41419378839754	3.45601217182391	3.57511212725562	3.74163303668459
1.22563771773479	1.19172939740857	0.942874031750472	1.1536607351274	1.18660641055891	1.17356881144544	1.51775390829894	1.44967335245458
0	0.203965976500584	0.277834132627797	0.338539415171823	0	0	0.784065559411102	0.325057946059011
0	0	0.258816622530328	0.0520981290833354	0.191368632657417	0.0905175294746836	0.0631568245219336	0.504137083121885
0.478189043876792	0.130328633064476	0.537585322678519	0.302991615612752	0.252547665887245	0	0.173888566192193	0.869940874909312
0.278880427445834	0.159833241055317	0.288841643861653	0.401640295662059	1.52176989442328	1.87960618552487	2.14082903472999	1.74540902521527
0.212257706699489	0.123745912296471	0.300909715947094	0.612973553298666	0.115682532463161	0.530265883858815	0.128897227732137	0.435948170347416
5.22610537431654	5.26164431582639	5.50749005671119	5.25647694116384	5.38551238495294	5.50743052778294	5.41956214972767	5.88903570284614
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.198725469200792	0
6.79774631944754	6.68454890994988	6.68409534001748	6.77117805210983	6.86054267301062	6.90320748988302	6.83932952304717	6.74798145946918
0	0	0	0	0	0	0	0.0487188635885545
0.0795190604670565	0.0816893279658069	0.0484577342345984	0.0372922011906237	0	0.00889527675753388	0.029516878190132	0.050956621367699
0	0.0118720071964271	0	0.013622332010354	0	0	0.0131792315575879	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
6.88138258598221	6.8051904416902	6.81513680287916	6.87738019341309	6.84255588924057	6.97897041247696	6.94102691826824	7.10417817483425
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
2.21528343093176	2.82775228440907	2.75655456673877	2.83101088414346	0.806569799528636	0.468954891297798	1.25044299918509	1.39388964504215
0.124013090129325	0.239145043633887	0.171201702382251	0.127790415982559	0	0.16548493446566	0	0.0820498912588983
0.0837484705592734	0.126174661311063	0.0586891581070762	0.136562842281506	0.0339212289722703	0.0982484078137141	0.0616965334611191	0.156252922452581
2.62010097333766	2.36231922901471	2.12168916460102	3.01688582349862	1.04080057204804	1.47188353264301	1.11908122529572	1.27888518389041
1.03837973035319	1.09522703605476	0.718820773475848	1.67548673416538	0.175152064111097	0.51822955700824	0.136568091857515	0.33500553287693
3.1004327509042	2.75084271877092	2.04671525246041	4.49820962884125	1.28805138459273	0.63849279523922	1.12170308749942	1.22974171998411
0.18200627694939	0.0907339701145673	0.136186464174837	0.309467197334028	0.17368507022914	0.0778945862560548	0.0508939359341065	0
2.03200030956975	2.23984984416607	2.2819972908988	2.19271621908754	2.47600314109631	2.29453899998267	2.23914932174547	2.58253577142255
1.10723249568916	0.816872946484229	0.89723744973429	0.619819944083736	0.808832419318972	1.19584918529035	0.800552461602173	1.00225304871394
1.15207111491263	1.54057189792758	1.34826018490178	0.999490638743014	0.590454473060649	0.349240706710387	0.987187687932554	0.587769176983066
3.09605805292889	3.54512597468827	3.81026674082098	3.61637804798183	1.97582788761511	2.15105998404126	2.81915517947226	2.07335136689311
0	0	0.147400487192571	0	0	0	0	0
1.96414039576199	2.28942391165713	2.06207496115683	2.15545843117752	2.43172916611403	2.2017826897463	2.05570048097633	2.22461640793851
1.8233368698813	1.42419222769575	1.44356952281665	1.51711440474854	1.77555123521983	2.04033277380114	1.78425227455217	1.87933445975378
1.81640555934874	1.92942516566772	1.84613502979066	2.00436691420551	1.69917980636387	1.37358139901875	1.90167053341845	1.93552688342418
2.85218086097285	2.76452514313785	2.52165090272473	2.49221263524897	3.13787136928855	2.95838714079934	3.04236742676191	3.35252117447513
0	0	0	0	0	0	0	0
0	0.383715903098798	0.179573470163543	0.165391027976467	0	0.119018789338599	0.14471729526059	0
7.90161268767268	7.7928719937434	7.71847361219328	7.73920911511499	7.83170976765597	7.94775730994329	7.78066210676101	7.6476231073503
0	0	0	0	0	0	0	0
0	0	0.025018869282653	0.0595144914120807	0	0	0	0
0.0504863736280371	0.0231801101540779	0	0.0954721359281373	0.0872931024371678	0.0668813785559468	0.0517034136584155	0
0	0	0	0	0	0	0	0
3.18659626929872	3.50047524306855	3.61514788581609	3.11638272372294	3.29888467190604	3.59743642162429	3.54777468275232	3.40594730877824
6.28674951064203	7.06235648485812	7.2111247049	5.92164619282156	7.46678147884788	7.78094329164329	7.89807794406142	6.98669835336693
0	0.0554580647961981	0	0	0	0.266941219289132	0	0.114862720435724
4.6617904945467	4.75144323491304	4.77401771116104	4.82873389452316	4.92182534721222	4.79117347312304	4.7885746955697	4.6042954350451
0.284790424735923	0.404577824804351	0.887170404590426	0.642401333383444	0.837814097933998	0.648410480313193	0.940383244892659	1.19043483827799
2.45494275333325	2.77047606841674	2.61691819462625	3.26515021993609	2.00446720016618	2.11051116072868	2.66861361024193	2.82848205683163
2.83524803144181	2.7699382107292	2.50127378308513	2.65302400661995	2.82529107882441	2.77009112757532	2.7498708214987	3.19276702560345
2.2751520921846	2.13230832483958	2.34320928003433	2.26101870333691	3.23849098254094	2.87131536392786	3.08830420965789	3.15754351973279
3.92939048403224	3.98208090976374	3.92204003557824	4.06950644287606	4.01165492370387	3.98426386424949	3.90600254930349	4.27993254312342
0.716232375028872	0.203469306629363	0.543261271743488	0.726632451395559	0.475244712250702	0.252132227365291	0.626923146854115	0.469217077394042
4.84914397676327	4.82825883935698	4.84454199896876	4.89258729265353	4.88443087751954	4.93298155764518	4.81115804744182	4.92114280207954
3.4309799547406	2.16330582333042	3.13745450407429	3.17042665149133	3.27785415517846	3.38259324875241	3.45778522029146	4.68491992458993
3.33348200546251	1.88833108419628	2.91046068028033	3.17787112029062	3.49540296822453	3.11168625423141	3.66274530037668	4.74464219214188
0.105663924534324	0.0464114321264938	0.0622543645873559	0.21944862026592	0.0467969587360309	0.104622486423276	0	0.103266655724572
2.94546736797532	2.93326969718725	2.52514155606461	2.91299694160508	3.11629629336747	3.116650171498	2.88407736893494	3.29578153998953
0	0	0.0786177061857517	0.216574592655685	0	0	0.169404547325649	0.15302880484265
2.01906398024931	2.15094236281749	2.14874028343306	2.09012101994915	2.16935991554684	2.1364654218683	2.18088512200308	2.37462606904092
0	0	0	0	0	0	0	0
0.358253335789607	0.611606775993435	0.398073407612845	0.421172122203973	0.356515707102732	0.457949340771764	0.406655302641292	0.379237227333804
0	0	0	0	0	0	0	0
2.36066516270183	2.3696145903851	2.47267487341188	2.37787170170513	2.67287253538493	2.37486741365702	2.47699055031131	2.99016313682258
2.43321426088859	2.38801756096446	2.45328683491161	2.28041119273069	2.51953309842557	2.58426695407124	2.50257374637992	2.83029305445012
0.242239721958215	0.11188278874755	0.0674692772090966	0.408460058004888	0.147587333127305	0.32805130436732	0.0995767909517937	0.266552787997894
1.49460863955286	1.86936805266645	1.36959322864886	2.15481746110471	2.00084517168284	2.18550820512083	1.88097305618839	2.07574688028652
2.836851837829	2.72283361072722	2.84047557239569	2.96068218038992	2.88444553428905	2.79574352854493	2.87669596383372	3.3272466057616
3.71722864498832	3.74765614522476	3.86688621463883	3.60773848383848	3.92327739227449	3.9393047724437	3.97492027272332	3.86628596274698
0	0	0	0	0	0	0.0339310931249751	0
3.6760135459689	3.75394981159332	3.78236612193005	3.54106927372606	3.79633430072281	3.82710458404177	3.73567464388482	4.22164582063373
2.56275050731177	2.56566790683938	2.59868246309126	2.68766036602841	2.88634952854478	2.89553343655396	2.81965596828996	3.1803979576122
0.379277099589185	0.570021178166261	0.309289070418587	0.523386972431676	0.600908732121921	0.500403547796836	0.737547975823996	0.463223688777886
3.31637121159254	3.22789598580553	3.36272039718346	3.4477346797676	4.66162611505529	4.36391068429099	4.80047956777195	5.14364538323389
1.83861756650213	1.67430252190392	1.81660321854497	1.82432861189416	2.76911471897347	2.65210917687729	2.77969306661261	2.97304605328397
0.521534235186555	0.459678167267094	0.457336879281132	0.388355981767238	0.55048798500067	0.457252816247257	0.432599222889162	0.788029145431579
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
1.65276777868735	1.65067771912671	1.53241720881531	1.90507974294484	2.06397639991906	1.96126214632329	1.55355416047213	2.16935614686238
0.31001660383474	0.392751051042655	0.215848779473882	0.128133202500374	0.580645344198125	1.03495394397102	0.882174227109596	0.354584364512395
10.2360238301713	10.2025142637165	10.2673607864762	10.3087168950717	10.2662223635688	10.2675833908643	10.2747573417493	10.3098564192428
3.81487553153112	3.71680492286817	3.83979324483373	4.00568409702716	3.88716562443071	3.97477653178702	3.80527243523019	4.13033942480264
3.38610142397872	3.32417694550338	2.87992587809496	3.127171015044	3.28803513780241	3.29165040949846	3.28735482387235	3.53371259340127
3.97152361297508	4.05953431709668	4.08357189625474	3.88226167379891	4.37475481937343	4.3866654160258	4.4193541878939	4.59614397299717
0.844604993468707	0.287888317599981	0.631827893631281	0.410042547662062	1.14535595105603	0.584705678145991	1.20775607017304	1.41743992948187
0.188797152370644	0.150155405381847	0.15343440230151	0.114550931858546	0.153250196946547	0.0921939043090232	0.0765659357746607	0.128566602837784
0.492840527241114	0.574474396172444	0.359432334560656	0.471744157443369	0.613418772194097	0.410239506148997	0.203041988072264	0.605257873330121
1.41633355109012	1.55639450356504	1.45916208263475	1.52393128832793	1.60284522756182	1.71369550436376	1.53732179897258	1.90265950128883
1.65360304714425	1.10508934893752	1.00776815919887	1.21549160872866	0.864591478823032	0.941135615391827	1.11371916607776	1.63031599924806
2.21744422013778	1.68979721967132	2.3621391845817	2.47004764095497	2.18413758106453	2.09030871373148	2.29319771297732	2.80731296527831
3.69129808853716	3.0164734990329	3.39680258380062	3.58812058759903	3.57722239457579	4.02977964173577	4.03529777100892	4.10145443176834
1.92137539203078	1.4418127759182	1.83416954736361	1.87876574814449	1.83785365077388	1.94769719824777	1.77024973788343	2.15931497473259
0	0	0	0.0996480070313049	0	0	0.0487202583774775	0
3.92497132890315	4.0090724164045	4.01036444155158	3.98403439793304	4.08923094407243	4.07005004510231	4.15675901747422	4.07579937850702
2.30997096451408	2.41824635905309	2.27890153404904	2.48118965015829	2.19480128677573	2.10391351905896	1.98260192962719	2.00854318151507
