h_alta1	h_alta2	h_alta3	h_alta4	h_baja1	h_baja2	h_baja3	h_baja4
1.03698401126654	0.957586968436694	1.2107529442811	0.796554597694452	1.9613158035388	1.69093783851484	1.83450198907361	1.86442089985746
1.96998461928477	2.05521285969369	2.01335895594286	1.83559432963871	1.92481397552038	1.92419135577989	1.99504614556311	2.22048187269779
0.848777074184992	0.661943494931386	0.658079877705319	0.87173740903427	1.91102760262154	1.7077292500133	1.96648322443985	1.96270834113454
3.26432414199813	3.23246772044703	3.16235126142717	3.214569530899	3.19252722302759	3.38976441730588	3.18506463953247	3.31036231937396
1.56425645903685	1.96342892324879	1.48493655162892	1.73740748497754	1.75687725719637	2.05787175877498	2.02737628475529	1.82673511600048
5.51042158879341	5.49268409256116	5.54533876919038	5.35493572792169	5.62730319063422	5.69028107372211	5.74285790150915	5.88640952943487
7.06597793498269	7.22398086956097	7.32068708547454	7.0868076932217	7.20161548109092	7.18583032989051	7.19357072440437	7.55869454770881
2.28222828706944	2.56718289144575	2.98098005085788	2.48372734678163	1.85036405624097	2.41310026352131	2.41288739491942	2.68760904874361
4.92884783382918	4.69385735833555	4.74661589821827	4.72442972259136	4.79153649897557	5.09977818407892	4.81404115536717	5.08379332643324
5.91504548279921	5.91793360897228	5.79151762168029	5.81225609481841	6.01803796811875	6.13842298214327	5.97735066217283	5.82063104160035
5.34606036692261	4.99802071070848	4.99848851120765	5.38056633463925	5.73842855700139	5.80227670035618	5.72322338798682	5.21925686324805
0.517616423657731	0.486935103833561	0.704649112112119	0.524120059356396	0.638364094065884	0.636317384542111	0.538694147053434	0.535586182857334
6.75432392509111	7.1459288648965	7.21058246796503	7.1910538226155	6.79156792537742	6.67339961765953	7.13998065661485	6.96008082199567
2.56571513876282	3.05308652319652	2.75685060327079	2.80970252892483	1.43115143196365	1.5720550504393	1.41417856255771	1.4993327514994
5.3243167896598	5.34734408181445	5.39212825598509	5.79635373570812	6.27479285026366	5.22615858328622	6.18013898644692	5.48670193929507
0	0	0	0	0	0.03387317405268	0	0
3.68700021439872	3.66968768252757	3.7533022579127	3.67802968432396	3.84234761450086	3.81804579876541	3.72413819168919	3.41517081572839
5.28526367470729	5.07112115180097	5.13196326983925	5.07937087238575	5.02332126196778	5.37278532453172	5.52660745565942	5.50974708411172
2.63664884308376	2.94833643629727	3.0474251334962	2.68915950375642	2.83940530544277	3.2371806861804	3.11824312096419	2.69581486978057
0	0	0	0	0	0.140782307540543	0	0.168209103765011
