control1	control2	control3	moon1	moon2	moon3
3.13361714368301	2.73040467414612	2.50051350421893	3.15610280030503	3.57425665906587	3.24382661948809
3.11988332500292	2.6826911451746	2.59913982754938	2.49089374483075	3.18939060141806	2.8314640341057
-1.14170939996942	-2.11308572637276	-1.32708854397561	-1.51426126767527	-1.75478023699555	-2.09006749687563
2.92035801175628	2.68328417075	2.69074067725981	2.6598564057007	3.16125386672998	2.51096860412826
1.80336008864565	1.86177612704934	1.50203507799838	1.19703692135915	1.94235525579769	0.945873672048807
5.79354388443294	5.43473983151506	5.46266222172823	5.42645465956116	5.67695470688781	5.2639694119859
2.55811977193183	1.9724438596663	3.00293597176372	3.26285333547038	2.67259322619242	2.57782369120803
3.25061068844029	2.56316238338584	2.58634384277727	3.14643035394688	3.00124902139259	3.06058106623322
3.34883126975044	3.02574845211017	4.20066412347112	2.98684719486244	3.19327474311529	2.73257461829543
6.10265695445564	6.26870975885864	6.35942507304683	6.15621469611788	6.3784660176017	6.05283072672474
7.5017162025772	6.800218315143	6.6675007939429	7.32672289842878	7.59703615944079	7.12179821040059
2.02031406736299	1.64715366397851	1.07018433904181	1.44359196767901	2.27839866545327	1.73851660156765
5.67812208425833	5.22980242906844	6.3654022646775	6.33858595193909	5.61675101288508	4.90843001272546
3.43074844525447	2.53004593993653	3.43065841872894	3.79383363823991	3.20536023306996	2.1581996618338
4.37176624486441	4.25390978743549	4.6284532646194	4.34528487052178	3.97350801465669	3.69634931148586
-2.65451817071912	-4.72022202001309	-4.09254049331795	-3.47080183350564	-3.64686831641431	-13.2307820039881
4.89443037038021	4.72549451208394	4.39534951033962	4.62695735785647	4.98718553505541	4.52195802751943
5.81385953858234	5.55852526984523	5.84109681329819	5.51406373584205	5.59713396695596	5.09581713874504
2.65596406155343	2.83403167161257	2.51610324997924	2.27553287600691	3.26000531787029	2.72946087253331
-4.01496293239896	-4.30403473790712	-13.3360642920146	-3.4297855466097	-13.161116386306	-2.75907112383357
1.97786601140782	1.70735315837921	1.15609818123269	1.35830171116783	1.80348301806068	1.04300634425243
1.03594160970512	0.626546688142001	0.129540937190963	1.39507259180445	1.49411508211774	0.854908910411956
3.03163127777691	2.48534803522032	2.59118641218949	2.78761607418962	3.1049233442155	2.52131258257979
2.58525722314874	2.07309844579658	2.25064231146852	2.44522019121871	2.48878248475325	1.91529071092828
0.243093285562075	0.406053457713046	0.192279842464739	0.0410633776546696	1.21722847679729	0.713373332953156
4.38465547146461	4.09915264766553	3.92707349080261	4.20212155982222	4.49633454630221	4.16505178588174
3.84838436687884	3.79088220129527	3.56356477344264	3.22509520300718	3.49664094909036	3.25284980784108
-0.335146567704411	-1.67069214852589	-0.208791171324691	-0.404025554962448	-2.11644094993139	-3.95564749820351
2.53800207224298	2.2799176557684	1.7560032925531	2.34783297664301	2.46249770939755	2.18427102788979
-13.2953009343206	-13.3708581680824	-13.3360642920146	-13.2353279245841	-13.161116386306	-13.2307820039881
-13.2953009343206	-13.3708581680824	-13.3360642920146	-13.2353279245841	-13.161116386306	-13.2307820039881
2.85166276882445	2.33890090005105	2.70301024925618	2.76498951471427	2.85869433175768	2.38539004686107
5.31373990318357	4.55594546790587	4.57552216586501	5.06993913674934	4.83774624243664	4.39761033100553
-13.2953009343206	-13.3708581680824	-13.3360642920146	-13.2353279245841	-13.161116386306	-13.2307820039881
-2.76616607350202	-2.76541005553361	-3.04584462867711	-3.74102879849718	-3.1681609104417	-2.5584528461164
4.84598185850183	4.71127923511136	5.39999284520837	4.36206688159583	4.6039616698879	3.88082659064823
-13.2953009343206	-13.3708581680824	-13.3360642920146	-13.2353279245841	-13.161116386306	-13.2307820039881
0.650431406296429	1.04087945477949	0.625848512328306	0.785105791391974	0.988233999324766	0.671672111129409
3.89603198533664	3.56813979188455	3.44575794548756	3.83566237616402	3.80620110240731	3.36921613339427
-1.56308733542392	-2.65554198958302	-2.12729043723778	-1.70575146713139	-2.6058548856667	-2.76329143444764
3.20027624907822	3.32201933950418	2.23433227343774	2.68190999634871	3.69983592525343	3.41140879642879
0.851286351804907	0.0250919539990146	0.0403945855261654	0.450867471211607	0.941851786604744	0.629679287636279
1.67510740208283	0.317315088726822	1.86642947643275	1.95017481868276	1.09164924688103	0.992180669076291
-0.511358297274841	0.899452057902581	1.07837633297959	-2.19499015187552	-0.890275986091032	-0.75062416107931
-13.2953009343206	-13.3708581680824	-13.3360642920146	-13.2353279245841	-13.161116386306	-13.2307820039881
-13.2953009343206	-13.3708581680824	-13.3360642920146	-13.2353279245841	-13.161116386306	-13.2307820039881
-0.852370066113226	-0.805301376410812	-0.082682166536042	-0.793704099874438	-0.00669612821539012	-0.804375570036212
2.83335402528192	3.08838156709192	3.30792697090512	2.92340439985949	3.50195389925433	2.74988672033908
