control1	control2	control3	moon1	moon2	moon3
3.11759586614397	3.16159560586776	2.82859220241351	3.25931812488602	3.34455141645576	3.63883744174778
3.105446047592	3.11934080105619	2.91377617812238	2.68038939808795	3.00258725269129	3.26417212401387
0.478789944011477	0.362145481027624	0.513144114699493	0.426379385077643	0.299366157021772	0.357099153767734
2.93049399198692	3.11986499555128	2.99358641383152	2.82407526856868	2.97800149258082	2.9804360300609
2.01869557591735	2.42140991066631	2.0192194756234	1.68302530895666	1.98436697212486	1.7342649080579
5.63083465289996	5.72121821534133	5.60247133364526	5.40403578661451	5.33362128904023	5.56926958034442
2.6211164631759	2.51187558178066	3.27020384468884	3.35520248731658	2.56153276221263	3.03901690105875
3.22162493237886	3.01420695426565	2.90267970097601	3.25066633570189	2.83937551147194	3.47114211662538
3.30966306815486	3.42651132940175	4.38128731095079	3.10883319080612	3.00598593801225	3.17586267034066
5.93433932532911	6.5430253935318	6.48546394445828	6.12010480624128	6.0212503440763	6.34531809327543
7.31872422123602	7.06971617144703	6.79044958344324	7.27895420440156	7.22706053216594	7.40500026950987
2.18522701861633	2.24972028623504	1.7061686774352	1.85666609658853	2.24236030989685	2.33156463220712
5.51782823606123	5.52048562250446	6.49137476170709	6.29999277142488	5.27494565921935	5.22216905082676
3.3835518817813	2.98526734675854	3.65915793966427	3.84177598033176	3.01656822999631	2.67727512579935
4.25698667008314	4.5749274767257	4.79125580698867	4.36066292965915	3.70895315743705	4.05994049362206
0.183789971372619	0.0761301509491866	0.084465232436069	0.129706681283031	0.089782394345125	-0.00461531409082188
4.75660812885713	5.02938441728873	4.56723317996545	4.62973351298595	4.66568036136688	4.84748270256645
5.65074441459834	5.84273347642298	5.97405884770295	5.48962114440413	5.25584009623134	5.40485625983816
2.7035509254023	3.25390534435955	2.84200402189724	2.50107507050155	3.06455273298071	3.17309267426766
0.0717375037728624	0.0967524280043206	-0.00417996153246534	0.132999606582552	0.00419210745360071	0.233174763552447
2.15219026600808	2.29735876979874	1.76636882767525	1.79561001735032	1.88197553675452	1.8029788822308
1.48116836585548	1.51388600706127	1.12271890846713	1.82180706749377	1.66356002517587	1.67115771940804
3.02769631576249	2.94634127021534	2.90687756336045	2.93433652128147	2.92896419106426	2.98947774448242
2.64389140806761	2.59523088375899	2.61651201604068	2.64198991694354	2.41064530792987	2.47501215482883
1.02351413495173	1.37518580077607	1.15706989254285	0.997318408840849	1.48020199065717	1.57542932290707
4.26920673395539	4.42706841806029	4.12203782548386	4.2248608830119	4.19774829768578	4.50452772661675
3.76612943661342	4.13482552782514	3.78200880800457	3.32120546718156	3.27478674664935	3.64714071079167
0.757661200971057	0.469440792770425	0.949188097273811	0.793912421921507	0.238912911882374	0.103915833431442
2.60427748863488	2.76952015776512	2.21474269424594	2.56077164186111	2.38935481901319	2.69931482896457
-0.00448772855854361	0.0127439666504255	-0.00417996153246534	0.0107072395927369	0.00419210745360071	-0.00461531409082188
-0.00448772855854361	0.0127439666504255	-0.00417996153246534	0.0107072395927369	0.00419210745360071	-0.00461531409082188
2.87096904156213	2.81992773853856	3.00432572021694	2.91471220861887	2.71766438418437	2.87133315027418
5.16243675548574	4.8653821336621	4.74026474646399	5.05711020224732	4.52244894058977	4.72762397821699
-0.00448772855854361	0.0127439666504255	-0.00417996153246534	0.0107072395927369	0.00419210745360071	-0.00461531409082188
0.170579480874821	0.24457938862673	0.1733998337819	0.110046885660328	0.122149071897126	0.265532048532219
4.70997538953568	5.01561034480569	5.54111574233574	4.37662657697071	4.29969651545243	4.23403190891429
-0.00448772855854361	0.0127439666504255	-0.00417996153246534	0.0107072395927369	0.00419210745360071	-0.00461531409082188
1.24540757056084	1.79503556861596	1.41267007729024	1.41341085248224	1.33776502781623	1.54780931181965
3.81033900555134	3.92584841003408	3.67307151567217	3.88070514740903	3.55518656884899	3.7545853768121
0.370816814077685	0.261434439604125	0.315035292086797	0.380765872159594	0.17518546142126	0.232533936517706
3.17675383594583	3.69743144215176	2.60286622429404	2.84301216025603	3.45820805797137	3.79370411222292
1.36519158259236	1.15453517505941	1.07507452208427	1.21483797950834	1.30996426470216	1.52026984576805
1.92306629980693	1.32160884459422	2.30215314840401	2.23924287118802	1.4010318114309	1.76685472972686
0.687924383028821	1.69616978877574	1.71186241469653	0.283673850670131	0.503374507696153	0.778814033386645
-0.00448772855854361	0.0127439666504255	-0.00417996153246534	0.0107072395927369	0.00419210745360071	-0.00461531409082188
-0.00448772855854361	0.0127439666504255	-0.00417996153246534	0.0107072395927369	0.00419210745360071	-0.00461531409082188
0.567236158267242	0.759918420041382	1.01155301115636	0.643240197136204	0.822041072061561	0.756531835655038
2.85516880434597	3.48338208364696	3.54650132785643	3.05294427331415	3.2795500985074	3.19127555506193
2.69054017973799	3.22668500323733	2.76616303107163	2.7712486310645	2.79134097846019	3.00884426578438
3.0993933488803	3.28121317926676	3.12425082679944	2.73141840898822	2.89152153214895	2.85656192559488
0.700793973906443	0.616043431860942	0.672690399746588	0.548114642159805	0.461332481735639	0.456684826778425
2.06804477527498	2.85069808621928	1.19712361555682	2.01810529336288	2.31138580515385	2.81542254486192
0.0281237876436253	0.0820433046343534	-0.00417996153246534	0.0107072395927369	0.00419210745360071	-0.00461531409082188
5.31032754268697	4.73203848051551	5.18462150222315	5.69748109657547	3.97489900059292	4.18897533211988
0.489016213902605	0.911484837463921	0.637519426694548	0.525783480991926	0.616678990397681	1.13386830711609
3.77574759473527	4.32493743173085	3.7535108234877	3.80848258047703	3.94008449104062	4.45450752712223
2.37671616892	2.54214415945779	2.00712244627966	2.24651209872166	2.22325713746169	2.26452857441382
3.48775554798242	3.63186958349395	3.21592908310601	3.39147533119591	3.30581984461955	3.53085442051283
1.51655100757026	0.209901683821039	2.16318975377964	0.709346405059835	0.102619389044954	0.23426305453348
-0.00448772855854361	0.0127439666504255	-0.00417996153246534	0.0107072395927369	0.00419210745360071	-0.00461531409082188
4.68859465566294	5.21769747743582	5.24008895006962	4.96351507277708	4.90709712684324	4.78697987255427
6.42069280199906	6.68261871044266	6.58265726847136	6.64865327898194	6.27325183062325	6.53479951274567
0.922396522197522	0.972139334757169	0.549507857927196	0.92862656269595	0.722071826908738	0.815025815634357
0.97265500056602	1.15931542243505	1.38064417480371	1.18034430530894	0.917619173030526	1.02333313863767
1.3158586105082	0.460589726399583	0.421628193114471	0.410953321798545	0.744055760075555	0.315395608497889
0.125416420361897	0.0922156088255913	0.195447786653628	0.19234795677403	0.00419210745360071	-0.00461531409082188
2.55261548208862	1.52530158564864	1.7854232701957	2.23905557331111	1.20427643501559	1.62796979412638
5.07480512406068	4.91069743019628	5.76953676159203	5.73057426462715	4.78616255500057	5.01376444334049
7.43836963655428	8.56658139962913	8.07594775434356	7.42861575444627	8.40053814464781	8.46656895575344
4.18624089939176	4.4307795150223	4.29331361149626	4.64199566050605	4.44008994834225	4.81153738467274
3.01706641554049	3.06758803001063	3.02190615807875	3.29091716992991	2.97248276492019	3.03545746047583
3.96002100043976	4.63295839114623	4.26188626750184	4.03813334963587	3.66614777091224	3.98566512569504
0.919238627383131	1.76477557985477	0.630245608949446	0.924128774885501	1.42439210335105	1.90274088630855
0.564156264736084	0.851481639731933	0.390348886389595	0.48390005478401	0.601242336894606	0.709027462086213
0.462400371049677	0.301669454179977	0.408014070898183	0.398441436091951	0.719982707022845	0.13897010284542
2.36576660808555	1.72198451491165	1.59416192773993	1.98132035564434	1.54399693509738	2.04714149503629
0.239188663344394	0.0991812813708811	0.161177618820897	0.0107072395927369	0.144955060347773	0.19823491606457
0.643610075086637	0.474666608125646	0.538822888716819	0.514699832086557	0.468964160021411	0.76536080137689
3.82735303954465	4.08037752120128	3.97541337978922	3.88313750422471	3.62012601524457	4.06527413642765
